"type","text"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $823. claim by little: little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $279. respond before little: [URL]"
"spam","little! package ##$126687 requires payment verification. confirm via little[.]info"
"spam","urgent! $368 transfer from account ****1780. little little-redirect.com"
"spam","little - package ##898001 requires address confirmation. track at [URL]"
"spam","account notification! $$616 transfer from account ****$7749. little little-redirect.net?id=$93b$2b$327-$28d$8-$483b-$8540-a$7554bd$688c$8"
"spam","fraud  warning => $344 withdrawal from account ****2697. little little-redirect.net?id=899aeac7-4b3d-42c5-86b1-2a6eb4b8b972"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little => unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $118. respond before little: [URL]"
"spam","little => package ##$966632 requires address confirmation. confirm via l$1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $746. respond before little: little-redirect.com"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $247. secure your little: little-redirect.net?id=361d2e73-8b4b-4fd0-985a-97fa81ae30aa"
"spam","little - package ##$122949 requires payment verification. update information at [URL]"
"spam","security alert => $504 withdrawal from account ****3603. little l1ttle.net"
"spam","little  - package ##601603 requires customs clearance. track at little[.]org"
"spam","security alert - $126 withdrawal from account ****9798. little l1ttle.net"
"spam","security alert - $$209 payment from account ****$2654. little little-redirect.com"
"spam","little - package ##397003 requires address confirmation. track at little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$714. secure your little: little-redirect.com?id=$4ae$3793e-b$7ae-$4f$2c-$9fb$5-df$031c$1db$85b"
"spam","urgent!  $875 payment from account ****7959. little little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$835. respond before little: l$1ttle.com"
"spam","account  notification - $971 payment from account ****8694. little [URL]"
"spam","[('gov',  'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $831. validate until little: l1ttle.net"
"spam","security alert! $182 withdrawal from account ****7967. little l1ttle.net"
"spam","account  notification - $328 payment from account ****5284. little little-redirect.com?id=e14cf5ce-520d-482b-bdac-2f49918e3c83"
"spam","[('gov',  'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$602. claim by little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $868. respond before little: [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $889. claim by little: little-redirect.com?id=8521295e-b094-4fe7-8b55-fb31761d5563"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$854. respond before little: l$1ttle.com"
"spam","little - package ##214500 requires address confirmation. track at l1ttle.com"
"spam","urgent  - $647 payment from account ****9925. little little-redirect.net?id=0ade662d-4bdf-4e0f-bfcc-2faadeec79f4"
"spam","little - package ##$472483 requires payment verification. confirm via little-redirect.net?id=f$5dfd$8ed-a$7b$0-$4fb$2-b$4f$7-c$878be$133f$70"
"spam","little - package ##$676511 requires payment verification. confirm via little-redirect.com?id=a$961d$858-c$28a-$456a-b$978-$285243fa$4031"
"spam","little => package ##$127391 requires customs clearance. confirm via little-redirect.net?id=$67ff$8c$58-$70ec-$43af-$9efc-$0d$736bb$6fd$4d"
"spam","[('gov', 'department of treasury', 'social security administration')] little => unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $136. validate until little: little-redirect.net"
"spam","fraud warning! $$625 charge from account ****$7535. little l$1ttle.net"
"spam","little => package ##490585 requires address confirmation. confirm via l1ttle.com"
"spam","little - package ##$355527 requires payment verification. confirm via little-redirect.com?id=dc$6fd$9c$9-$45fe-$464c-$8fa$9-$6b$71243ad$9fc"
"spam","little! package ##156813 requires address confirmation. update information at little-redirect.net"
"spam","fraud warning => $$718 charge from account ****$7446. little l$1ttle.com"
"spam","little - package ##$660683 requires customs clearance. update information at [URL]"
"spam","little  - package ##$532853 requires customs clearance. update information at [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $680. respond before little: l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $151. secure your little: [URL]"
"spam","fraud warning - $$480 payment from account ****$5360. little l$1ttle.com"
"spam","fraud warning => $363 withdrawal from account ****6018. little little[.]net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$632. respond before little: little[.]info"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$264. secure your little: l$1ttle.com"
"spam","little  - package ##543114 requires payment verification. track at little[.]org"
"spam","[('gov',  'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $872. respond before little: little[.]com"
"spam","fraud  warning => $350 payment from account ****8226. little l1ttle.com"
"spam","security alert - $$260 withdrawal from account ****$9489. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$228. respond before little: little-redirect.net?id=$90f$2d$1b$4-b$8f$4-$4e$67-$8ae$7-c$62324158f$03"
"spam","[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $514. claim by little: l1ttle.com"
"spam","little - package ##$180035 requires customs clearance. update information at little-redirect.com?id=$0b$792d$8f-$1f$14-$4dc$5-b$538-$24154dcde$787"
"spam","little! package ##666453 requires customs clearance. track at [URL]"
"spam","little! package ##880808 requires address confirmation. track at [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $718. respond before little: [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$585. claim by little: little[.]org"
"spam","[('gov', 'department of treasury', 'social security administration')] little - unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $$133. secure your little: l$1ttle.com"
"spam","account notification! $$916 withdrawal from account ****$4699. little l$1ttle.net"
"spam","little - package ##639801 requires address confirmation. update information at [URL]"
"spam","little => package ##$413929 requires address confirmation. track at little-redirect.com?id=f$699adf$6-c$668-$4977-$84cb-b$904c$67f$2c$4b"
"spam","[('gov', 'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$650. secure your little: l$1ttle.net"
"spam","account notification! $$184 transfer from account ****$5562. little l$1ttle.com"
"spam","little - package ##$510691 requires payment verification. confirm via little[.]net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$688. claim by little: l$1ttle.com"
"spam","little  - package ##827339 requires payment verification. update information at l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $744. claim by little: [URL]"
"spam","fraud warning! $507 withdrawal from account ****9379. little l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $486. respond before little: little-redirect.com"
"spam","urgent - $$251 withdrawal from account ****$4294. little little-redirect.net?id=$83367378-$5165-$4158-$9dee-$8193f$86ee$036"
"spam","security alert - $983 withdrawal from account ****7023. little [URL]"
"spam","little - package ##454485 requires customs clearance. track at [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $458. secure your little: l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $779. claim by little: little-redirect.net?id=480c0774-1025-4268-81af-bc9963a42fa8"
"spam","fraud warning! $428 withdrawal from account ****9084. little little-redirect.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $693. validate until little: [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $714. respond before little: l1ttle.net"
"spam","account notification => $$586 withdrawal from account ****$7623. little [URL]"
"spam","fraud warning - $524 payment from account ****3907. little little-redirect.com?id=8ebe8024-f162-4323-9d65-4a84838c5c35"
"spam","account notification! $612 payment from account ****1565. little l1ttle.com"
"spam","little - package ##578224 requires customs clearance. update information at l1ttle.net"
"spam","little! package ##$782443 requires payment verification. update information at [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$706. claim by little: l$1ttle.com"
"spam","fraud warning! $915 transfer from account ****7664. little little[.]com"
"spam","security alert => $596 payment from account ****7996. little little[.]info"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $443. respond before little: little-redirect.net?id=ae62319d-30cd-4944-b227-400735a28f04"
"spam","[('gov', 'department of treasury', 'social security administration')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $282. validate until little: little-redirect.net"
"spam","urgent => $$469 transfer from account ****$7801. little [URL]"
"spam","little  - package ##$964897 requires payment verification. update information at little-redirect.net?id=$69c$89d$4d-f$8d$6-$4dbf-b$46b-$83338d$811128"
"spam","little - package ##$710463 requires payment verification. track at l$1ttle.com"
"spam","fraud warning - $903 charge from account ****2135. little [URL]"
"spam","[('gov',  'department of treasury', 'social security administration')] little - uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$331. respond before little: little[.]com"
"spam","little => package ##832450 requires customs clearance. update information at [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $955. secure your little: little-redirect.net"
"spam","account notification - $$759 withdrawal from account ****$3408. little little-redirect.com"
"spam","urgent => $206 payment from account ****7537. little little[.]info"
"spam","security alert => $890 transfer from account ****6245. little l1ttle.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$726. claim by little: little[.]net"
"spam","security alert => $$122 transfer from account ****$9499. little l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$972. claim by little: [URL]"
"spam","urgent! $$443 transfer from account ****$9600. little l$1ttle.com"
"spam","urgent! $929 transfer from account ****5425. little [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$292. secure your little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $650. validate until little: l1ttle.net"
"spam","little! package ##195980 requires payment verification. confirm via little[.]net"
"spam","account notification! $835 transfer from account ****5802. little [URL]"
"spam","urgent - $924 transfer from account ****7194. little little-redirect.com?id=d7f4b97a-3ce0-4f71-812a-b63d053d3c52"
"spam","little! package ##384469 requires payment verification. track at [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $492. secure your little: l1ttle.com"
"spam","little! package ##$621991 requires customs clearance. update information at little[.]net"
"spam","little! package ##$318096 requires customs clearance. update information at l$1ttle.com"
"spam","fraud warning! $455 payment from account ****9114. little little-redirect.com?id=0e622692-e9fb-4f9d-bdf6-29b6ae6a4c3c"
"spam","[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $950. claim by little: l1ttle.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $785. secure your little: l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $528. validate until little: [URL]"
"spam","security alert - $$448 payment from account ****$1538. little little-redirect.com?id=e$60a$3325-$98e$5-$4068-bddd-$[PHONE]c"
"spam","little - package ##862895 requires address confirmation. confirm via [URL]"
"spam","little - package ##$662484 requires payment verification. confirm via little-redirect.net?id=cf$622a$3e-aac$9-$408a-a$774-$84255e$4eea$48"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $822. claim by little: [URL]"
"spam","urgent! $$360 transfer from account ****$7650. little little-redirect.net?id=$70a$4eb$0e-$34d$8-$484a-$90d$1-$5d$589cccd$148"
"spam","little! package ##750658 requires customs clearance. track at little-redirect.com?id=a1412e3b-2678-47dc-9c0a-e133a2297e5e"
"spam","little  => package ##628610 requires address confirmation. track at l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $258. claim by little: [URL]"
"spam","little! package ##998375 requires payment verification. update information at little[.]com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $995. respond before little: [URL]"
"spam","little - package ##$458889 requires address confirmation. update information at l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $595. claim by little: little[.]info"
"spam","[('gov', 'department of treasury', 'social security administration')] little => uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$596. claim by little: little-redirect.com?id=$957b$9474-bfd$0-$4338-bd$79-baae$96ee$9a$42"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $463. claim by little: l1ttle.net"
"spam","urgent! $234 transfer from account ****8807. little little-redirect.net"
"spam","fraud warning => $802 transfer from account ****7028. little little[.]org"
"spam","little => package ##112358 requires customs clearance. update information at little-redirect.net"
"spam","little - package ##$503776 requires address confirmation. update information at little-redirect.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $107. claim by little: l1ttle.com"
"spam","account notification => $459 charge from account ****2287. little l1ttle.net"
"spam","account notification! $$228 withdrawal from account ****$1832. little little[.]info"
"spam","fraud warning => $233 transfer from account ****3957. little [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $994. respond before little: little-redirect.com"
"spam","little! package ##246659 requires address confirmation. update information at little[.]com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $726. validate until little: [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$953. secure your little: l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $892. secure your little: [URL]"
"spam","urgent  => $561 transfer from account ****2528. little l1ttle.com"
"spam","urgent!  $$337 transfer from account ****$4766. little [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $500. secure your little: little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$436. validate until little: [URL]"
"spam","little => package ##676071 requires address confirmation. track at [URL]"
"spam","fraud warning => $438 charge from account ****3249. little little-redirect.net"
"spam","security alert => $669 charge from account ****9241. little l1ttle.com"
"spam","little!  package ##992870 requires address confirmation. track at l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $484. secure your little: little[.]org"
"spam","security alert => $753 withdrawal from account ****3400. little little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $396. respond before little: little[.]org"
"spam","[('gov',  'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$833. respond before little: l$1ttle.net"
"spam","little => package ##$825661 requires customs clearance. confirm via [URL]"
"spam","little => package ##$193835 requires customs clearance. update information at little-redirect.com"
"spam","account  notification => $308 payment from account ****7808. little l1ttle.net"
"spam","fraud warning - $443 charge from account ****7929. little [URL]"
"spam","urgent! $766 withdrawal from account ****6715. little l1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $655. claim by little: little-redirect.com?id=2d21677d-57e2-4c66-b5b5-b7e1cbbf916b"
"spam","little - package ##$319173 requires address confirmation. update information at little-redirect.net?id=add$33144-a$337-$4bb$6-$84c$2-d$2e$30e$5acb$0f"
"spam","little - package ##315153 requires customs clearance. update information at l1ttle.net"
"spam","urgent => $$121 withdrawal from account ****$4042. little l$1ttle.com"
"spam","fraud warning => $$768 charge from account ****$5533. little little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $316. secure your little: little[.]com"
"spam","little! package ##$168190 requires payment verification. track at l$1ttle.net"
"spam","little! package ##448273 requires address confirmation. track at l1ttle.com"
"spam","account notification => $410 withdrawal from account ****1767. little l1ttle.net"
"spam","little => package ##497961 requires payment verification. confirm via little-redirect.com"
"spam","urgent - $$941 transfer from account ****$7607. little [URL]"
"spam","fraud warning - $$171 withdrawal from account ****$5235. little little-redirect.com?id=c$949b$1f$8-c$82c-$4254-b$1b$6-e$0db$1f$2feb$9e"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $323. claim by little: [URL]"
"spam","little! package ##204607 requires customs clearance. track at little-redirect.net?id=c74c328f-97d7-4586-83d1-3f6d15d705ab"
"spam","[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$682. secure your little: l$1ttle.com"
"spam","security alert => $$259 charge from account ****$8802. little [URL]"
"spam","fraud warning => $108 transfer from account ****6145. little l1ttle.net"
"spam","account  notification! $537 withdrawal from account ****1554. little little-redirect.com"
"spam","security  alert - $191 payment from account ****8361. little little[.]com"
"spam","little  => package ##$567517 requires payment verification. track at little-redirect.com"
"spam","fraud warning - $128 charge from account ****9848. little [URL]"
"spam","urgent => $$355 payment from account ****$3878. little little-redirect.net?id=$79ee$5a$92-$131c-$4f$59-$94c$3-$2d$01642e$5593"
"spam","[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $$274. respond before little: little-redirect.net"
"spam","little!  package ##274647 requires payment verification. update information at little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$813. respond before little: l$1ttle.net"
"spam","[('gov',  'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $825. respond before little: [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$500. claim by little: little-redirect.net?id=b$3cf$12e$9-$06c$4-$4ff$5-$8de$6-$0ddded$71bb$8a"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$767. secure your little: little[.]info"
"spam","urgent => $$720 transfer from account ****$7189. little little[.]org"
"spam","account notification => $294 payment from account ****4904. little little-redirect.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$485. claim by little: l$1ttle.net"
"spam","little => package ##$468516 requires address confirmation. track at little-redirect.com?id=$24e$1198a-$02c$4-$488e-$81f$4-$2df$9189aabd$4"
"spam","security alert! $$990 transfer from account ****$3274. little l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$435. claim by little: [URL]"
"spam","account notification! $875 transfer from account ****5814. little little-redirect.net?id=870678a4-debf-49a0-80c6-5ab1d067734a"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $268. validate until little: [URL]"
"spam","little => package ##396124 requires payment verification. update information at little-redirect.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $860. respond before little: little[.]org"
"spam","little => package ##$587506 requires address confirmation. update information at l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $529. claim by little: little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $181. validate until little: little[.]org"
"spam","little => package ##741373 requires payment verification. update information at l1ttle.net"
"spam","security alert! $$834 charge from account ****$6875. little l$1ttle.com"
"spam","urgent => $291 withdrawal from account ****2338. little [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$905. claim by little: l$1ttle.com"
"spam","security alert => $456 transfer from account ****1912. little little[.]net"
"spam","little! package ##979117 requires address confirmation. update information at little[.]net"
"spam","little  - package ##716786 requires address confirmation. confirm via little-redirect.net?id=7c276ff4-1015-4994-9a31-db567e6150d1"
"spam","little  => package ##$392546 requires customs clearance. confirm via l$1ttle.com"
"spam","little! package ##850717 requires customs clearance. update information at little-redirect.com"
"spam","account notification! $$995 payment from account ****$7816. little l$1ttle.net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $405. respond before little: little-redirect.net"
"spam","little - package ##$596820 requires customs clearance. track at little[.]net"
"spam","[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$124. secure your little: l$1ttle.com"
"spam","urgent => $625 payment from account ****8451. little [URL]"
"spam","security alert - $401 payment from account ****5542. little little-redirect.net?id=4eab034c-1279-4c66-8213-741f793769fa"
"spam","little - package ##$922608 requires payment verification. confirm via l$1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little => unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$580. secure your little: little-redirect.com?id=d$726fec$4-e$044-$4cec-$9b$50-ad$3994d$0bd$96"
"spam","little - package ##$306412 requires address confirmation. update information at l$1ttle.net"
"spam","fraud warning - $$941 charge from account ****$3153. little little-redirect.com"
"spam","little! package ##$640028 requires address confirmation. track at [URL]"
"spam","[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $183. claim by little: l1ttle.com"
"spam","account notification - $$946 transfer from account ****$4957. little little[.]com"
"spam","little - package ##733159 requires payment verification. confirm via little-redirect.net"
"spam","little - package ##$711800 requires payment verification. confirm via little[.]net"
"spam","little! package ##$786005 requires address confirmation. track at little-redirect.net?id=$07be$1c$46-$3084-$4a$49-b$063-$185f$9fe$159c$8"
"spam","[('gov', 'department of treasury', 'social security administration')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $723. claim by little: little[.]org"
"spam","little - package ##374666 requires payment verification. track at little-redirect.net?id=5e38115c-9ec7-469a-9b25-b768e74e882b"
"spam","little => package ##$333034 requires payment verification. track at little-redirect.com?id=b$03ca$9cd-cd$1b-$4894-bbf$7-$0958d$7179292"
"spam","security alert => $$698 transfer from account ****$5446. little little-redirect.net?id=$0a$16abaf-$1c$25-$450c-a$09c-$2970872ed$569"
"spam","little => package ##993469 requires payment verification. confirm via little[.]info"
"spam","security alert => $506 charge from account ****2061. little l1ttle.com"
"spam","urgent => $614 charge from account ****5004. little [URL]"
"spam","little => package ##$260036 requires address confirmation. confirm via little[.]info"
"spam","urgent! $$568 payment from account ****$8182. little little-redirect.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $443. secure your little: l1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $$636. secure your little: l$1ttle.net"
"spam","security  alert! $$692 withdrawal from account ****$5804. little l$1ttle.com"
"spam","urgent => $$339 transfer from account ****$9809. little little[.]info"
"spam","fraud  warning - $$611 charge from account ****$8710. little l$1ttle.net"
"spam","urgent => $645 charge from account ****3894. little [URL]"
"spam","urgent  - $$257 charge from account ****$5322. little l$1ttle.com"
"spam","little - package ##$312566 requires customs clearance. track at little-redirect.net?id=bc$44d$3b$1-$5437-$426b-aaf$4-edc$2112ef$1f$5"
"spam","account notification => $882 charge from account ****7150. little [URL]"
"spam","little!  package ##$551673 requires customs clearance. confirm via l$1ttle.net"
"spam","little => package ##$423002 requires payment verification. track at little-redirect.net"
"spam","little => package ##914960 requires address confirmation. update information at [URL]"
"spam","account  notification! $$926 withdrawal from account ****$6999. little little[.]org"
"spam","little => package ##419226 requires address confirmation. update information at little-redirect.net"
"spam","little => package ##$874492 requires payment verification. confirm via l$1ttle.com"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $988. validate until little: little-redirect.net?id=ffa0a509-bea7-4a73-be31-2d091e065a22"
"spam","little  - package ##$488983 requires address confirmation. confirm via [URL]"
"spam","[('[irs  alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $148. validate until little: little-redirect.net?id=fc6dacf0-bfef-439c-872f-328fc01cc341"
"spam","little  => package ##$609096 requires customs clearance. update information at l$1ttle.com"
"spam","little! package ##$164020 requires address confirmation. update information at l$1ttle.net"
"spam","little! package ##465475 requires customs clearance. track at [URL]"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $$719. claim by little: l$1ttle.com"
"spam","fraud warning => $$192 charge from account ****$4366. little little[.]com"
"spam","security alert - $530 charge from account ****6743. little little-redirect.com"
"spam","security alert => $$106 transfer from account ****$2143. little l$1ttle.com"
"spam","little! package ##350245 requires payment verification. update information at little-redirect.net"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$823. respond before little: l$1ttle.net"
"spam","account notification - $502 withdrawal from account ****9208. little little-redirect.net"
"spam","account notification => $$924 withdrawal from account ****$2050. little l$1ttle.net"
"spam","fraud warning => $$763 withdrawal from account ****$5414. little l$1ttle.net"
"spam","security  alert => $500 transfer from account ****2706. little little-redirect.com?id=c2c49adc-296b-41f9-8582-17dd32b98ceb"
"spam","[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $771. respond before little: little-redirect.com"
"spam","fraud warning - $$490 withdrawal from account ****$5879. little little-redirect.com?id=$75f$7ef$1f-d$9f$7-$4156-$84e$3-c$1f$94a$015a$86"
"spam","fraud warning => $898 charge from account ****4292. little l1ttle.com"
"spam","[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $822. validate until little: l1ttle.com"
"spam","little! package ##$937029 requires address confirmation. update information at [URL]"
"spam","fraud warning => $479 charge from account ****4813. little little-redirect.net"
"spam","little => package ##883417 requires customs clearance. update information at l1ttle.com"
