type,text
ham,then just eat a shit and wait for ur monkey face bitch.......... u asshole..................
ham,i know a few people i can hit up and fuck to the yes
spam,urgent! $$409 withdrawal from account ****$2293. little l$1ttle.com
spam,little - package ##733159 requires payment verification. confirm via little-redirect.net
ham,"i can't speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later."
spam,fraud warning - $$936 withdrawal from account ****$2131. little [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $950. claim by little: l1ttle.net"
ham,can come my room but cannot come my house cos my house still messy... haha...
spam,little - package ##304038 requires payment verification. update information at little[.]net
ham,"turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
spam,fraud warning => $956 transfer from account ****1833. little l1ttle.net
ham,"i do know what u mean,  is the king of not havin credit! i'm goin2bed now. night night sweet! only1more sleep!"
ham,"probably not, i'm almost out of gas and i get some cash tomorrow"
ham,hi..i got the money da:)
ham,i doubt you could handle 5 times per night in any case...
ham,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
ham,i had it already..sabarish asked me to go..
spam,account  notification - $483 payment from account ****6888. little little[.]com
spam,little - package ##583907 requires customs clearance. track at l1ttle.net
spam,account notification! $$530 payment from account ****$1945. little little-redirect.com?id=e$412722d-$859d-$4329-$9d$42-$10ae$983b$210b
ham,i'll probably be by tomorrow (or even later tonight if something's going on)
ham,hiya do u like the hlday pics looked horrible in them so took mo out! hows the camp amrca thing? speak soon serena:)
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $565. respond before little: little[.]net"
ham,ok. me watching tv too.
spam,urgent => $$509 withdrawal from account ****$2402. little [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$116. validate until little: little-redirect.net?id=$42a$97aab-b$237-$4669-b$04b-fd$4647af$57d$4"
ham,yes da. any plm at ur office
ham,watching tv lor... y she so funny we bluff her 4 wat. izzit because she thk it's impossible between us?
ham,yep get with the program. you're slacking.
ham,i sent lanre fakeye's eckankar details to the mail box
ham,there generally isn't one. it's an uncountable noun - u in the dictionary. pieces of research?
ham,wishing you a wonderful week.
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $560. validate until little: little-redirect.com"
ham,rofl. its true to its name
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$724. validate until little: little-redirect.com"
ham,ok lor. msg me b4 u call.
ham,nobody names their penis a girls name this story doesn't add up at all
ham,7 lor... change 2 suntec... wat time u coming?
ham,wa... u so efficient... gee... thanx...
ham,about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.
ham,"same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter"
ham,they don't put that stuff on the roads to keep it from getting slippery over there?
spam,little!  package ##$685015 requires customs clearance. update information at l$1ttle.com
ham,"moon has come to color your dreams, stars to make them musical and my sms to give you warm and peaceful sleep. good night"
ham,pick ur fone up now u dumb?
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $387. validate until little: l1ttle.net"
spam,little - package ##$143047 requires payment verification. track at [URL]
spam,little - package ##837278 requires customs clearance. update information at little[.]org
spam,urgent - $949 payment from account ****3553. little little-redirect.com
ham,saw guys and dolls last night with patrick swayze it was great
ham,take some small dose tablet for fever
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$694. claim by little: [URL]"
spam,little - package ##355094 requires customs clearance. update information at l1ttle.net
ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!
spam,account notification! $192 transfer from account ****8936. little l1ttle.net
ham,"k, can i pick up another 8th when you're done?"
spam,"[('gov',  'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $786. secure your little: little-redirect.com"
ham,dhoni have luck to win some big title.so we will win:)
spam,"[('gov',  'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$607. validate until little: l$1ttle.net"
spam,security alert - $626 charge from account ****2460. little little-redirect.net
ham,nope... c ì_ then...
ham,"i'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,sorry for the delay. yes masters
ham,i forgot 2 ask ì_ all smth.. there's a card on da present lei... how? ìï all want 2 write smth or sign on it?
spam,urgent! your mobile number has been awarded a <ukp>2000 prize guaranteed. call [PHONE] from landline. claim 3030. valid 12hrs only 150ppm
ham,you know there is. i shall speak to you in  &lt;#&gt;  minutes then
ham,i'm in office now . i will call you  &lt;#&gt;  min:)
ham,"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,i sent you  &lt;#&gt;  bucks
ham,or i guess  &lt;#&gt;  min
spam,fraud warning => $962 transfer from account ****2198. little little-redirect.net
spam,urgent - $$373 transfer from account ****$6519. little l$1ttle.net
ham,hey company elama po mudyadhu.
ham,"tonight? yeah, i'd be down for that"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $583. respond before little: l1ttle.net"
spam,security alert! $423 payment from account ****7344. little [URL]
spam,urgent => $$711 transfer from account ****$4591. little l$1ttle.net
spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call [PHONE] or reply for delivery tomorrow
spam,security alert - $$569 transfer from account ****$7347. little little[.]net
spam,fraud warning => $$411 transfer from account ****$1835. little l$1ttle.com
spam,little! package ##383842 requires customs clearance. update information at little[.]info
ham,send me your resume:-)
ham,"i love you !!! you know? can you feel it? does it make your belly warm? i wish it does, my love ... i shall meet you in your dreams, ahmad ... *adoring kiss*"
spam,urgent! $$873 withdrawal from account ****$9846. little little[.]net
spam,little!  package ##308363 requires customs clearance. track at l1ttle.com
ham,"hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost."
ham,these won't do. have to move on to morphine
ham,hey! congrats 2u2. id luv 2 but ive had 2 go home!
ham,cos darren say ì_ considering mah so i ask ì_...
spam,call from [PHONE] - tells u 2 call [PHONE] to claim å£5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!
spam,account notification => $231 withdrawal from account ****3244. little l1ttle.net
ham,at what time should i come tomorrow
ham,surly ill give it to you:-) while coming to review.
ham,"it‰û÷s reassuring, in this crazy world."
spam,little! package ##183401 requires customs clearance. confirm via little-redirect.net
ham,ok... i din get ur msg...
ham,ok... ur typical reply...
spam,little! package ##$427631 requires address confirmation. confirm via l$1ttle.net
spam,little - package ##899917 requires payment verification. track at little[.]info
spam,little! package ##$209875 requires payment verification. confirm via [URL]
spam,little => package ##555404 requires customs clearance. update information at little-redirect.net?id=abbfd3a1-3ba3-4ce1-b8fe-7a8db6183eb5
spam,urgent - $172 withdrawal from account ****6849. little little-redirect.com
spam,santa calling! would your little ones like a call from santa xmas eve? call [PHONE] to book your time.
spam,little - package ##431310 requires customs clearance. update information at little-redirect.net
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$736. respond before little: little-redirect.net?id=d$295d$26e-a$438-$4cf$1-bb$98-$14923e$921a$0b"
spam,security alert - $$838 transfer from account ****$7273. little l$1ttle.com
ham,ard 4 lor...
ham,"velly good, yes please!"
spam,you will be receiving this week's triple echo ringtone shortly. enjoy it!
ham,when you came to hostel.
ham,"motivate behind every darkness, there is a shining light waiting for you to find it... behind every best friend, there is always trust and love... bslvyl"
ham,"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl"
ham,"each moment in a day,has its own value-morning brings hope,afternoon brings faith,evening brings luv,night brings rest,wish u find them all today.good morning"
ham,tmrw. im finishing 9 doors
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$321. claim by little: [URL]"
spam,little! package ##829923 requires payment verification. track at [URL]
spam,"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries"
spam,little  => package ##$512912 requires address confirmation. confirm via l$1ttle.com
ham,and several to you sir.
ham,you were supposed to wake me up &gt;:(
spam,rt-king pro video club>> need help? [EMAIL] or call [PHONE] you must be 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? this msg is free recd msgs 150p inc vat 2 cancel text stop
spam,urgent - $$916 withdrawal from account ****$8764. little little-redirect.com?id=$7de$91627-$796a-$42f$8-af$8b-a$6bd$7e$357b$58
ham,"yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,"hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ..."
ham,takin a shower now but yeah i'll leave when i'm done
ham,"idk. you keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. and i'm tired. i have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
spam,little - package ##$149536 requires customs clearance. track at little[.]com
spam,little - package ##958677 requires customs clearance. track at [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$813. respond before little: l$1ttle.net"
spam,"congrats! 1 year special cinema pass for 2 is yours. call [PHONE] now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!"
spam,private! your 2003 account statement for 078
ham,every monday..nxt week vl be completing..
ham,havent still waitin as usual... ìï come back sch oredi?
ham,nope... juz off from work...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$465. respond before little: little-redirect.com"
spam,little! package ##515259 requires payment verification. update information at l1ttle.net
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$834. secure your little: [URL]"
ham,lol i have to take it. member how i said my aunt flow didn't visit for 6 months? it's cause i developed ovarian cysts. bc is the only way to shrink them.
spam,little - package ##$748484 requires customs clearance. confirm via [URL]
ham,alright took the morphine. back in yo.
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$742. validate until little: little-redirect.net"
spam,little => package ##$149617 requires payment verification. track at little-redirect.com
spam,account notification - $348 charge from account ****6512. little l1ttle.net
ham,"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!"
ham,two fundamentals of cool life: \walk
ham,oic... i saw him too but i tot he din c me... i found a group liao...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$587. validate until little: [URL]"
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$602. secure your little: little[.]net"
spam,security alert - $$812 withdrawal from account ****$9038. little little-redirect.com
ham,annoying isn't it.
ham,only once then after ill obey all yours.
ham,probably gonna swing by in a wee bit
ham,thinkin about someone is all good. no drugs for that
spam,account notification - $$926 charge from account ****$1979. little little-redirect.net
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $315. respond before little: little[.]info"
ham,i love ya too but try and budget your money better babe. gary would freak on me if he knew
ham,ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $457. secure your little: little-redirect.net?id=6dc4cab4-227b-41a2-b701-32b1780f8a5b"
ham,thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola
ham,ok... c ya...
ham,bugis oso near wat...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$499. validate until little: little-redirect.com"
ham,"enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,i know that my friend already told that.
ham,"not for possession, especially not first offense"
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $188. secure your little: l1ttle.net"
ham,dear where you will be when i reach there
spam,little => package ##677746 requires address confirmation. track at little-redirect.com?id=cbf5a0e0-1172-4d32-a1a7-29998ed43189
spam,"final chance! claim ur å£150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. å£3.00 subs 16"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$137. validate until little: [URL]"
spam,"urgent! your mobile no *********** won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call [PHONE] asap! box97n7qp, 150ppm"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) gud nyt"
ham,"&lt;#&gt;  is fast approaching. so, wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day, happy friendship,mother,father,teachers,childrens day, &amp; happy birthday 4 u. happy ganesh festival happy dasara happy diwali happy christmas  &lt;#&gt;  good mornings afternoons, evenings nights. rememberi am the first to wishing u all these...your's raj"
spam,little => package ##$322076 requires address confirmation. track at [URL]
spam,account  notification => $199 withdrawal from account ****4844. little l1ttle.com
spam,account notification => $$924 withdrawal from account ****$2050. little l$1ttle.net
spam,little! package ##953809 requires customs clearance. update information at little[.]com
spam,little - package ##454485 requires customs clearance. track at [URL]
ham,i will see in half an hour
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $680. respond before little: l1ttle.com"
ham,tell where you reached
ham,long beach lor. expected... u having dinner now?
ham,"(no promises on when though, haven't even gotten dinner yet)"
ham,with my sis lor... we juz watched italian job.
ham,what pa tell me.. i went to bath:-)
spam,account notification => $397 payment from account ****7625. little l1ttle.net
spam,"dear matthew please call [PHONE] from a landline, your complimentary 4*lux tenerife holiday or å£1000 cash await collection. ppm150 sae t&cs box334 sk38xh."
ham,omg it could snow here tonite!
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www.getzed.co.uk [PHONE]+ norm 4txt/120p
ham,"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal. .."""
spam,account notification! $835 withdrawal from account ****3806. little l1ttle.net
spam,little  => package ##$716607 requires payment verification. track at l$1ttle.com
spam,"free game. get rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply"
spam,"[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$493. claim by little: little[.]org"
ham,whos this am in class:-)
ham,"k, if u bored up just come to my home.."
spam,a link to your picture has been sent. you can also use [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $701. respond before little: l1ttle.com"
ham,no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,wait 2 min..stand at bus stop
ham,well that must be a pain to catch
spam,account notification! $835 transfer from account ****5802. little [URL]
ham,who are you seeing?
ham,where to get those?
ham,nt yet chikku..simple habba..hw abt u?
spam,for sale - arsenal dartboard. good condition but no doubles or trebles!
ham,"said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day!"
spam,security alert - $720 withdrawal from account ****3757. little little-redirect.com?id=5aa51343-2d2f-425f-b6fc-6f1cd8e889c9
spam,"[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $183. claim by little: l1ttle.com"
ham,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$726. respond before little: [URL]"
spam,"sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop"
ham,"life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . ."
spam,little - package ##561773 requires customs clearance. update information at l1ttle.net
ham,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
ham,i had a good time too. its nice to do something a bit different with my weekends for a change. see ya soon
ham,hi di is yijue we're meeting at 7 pm at esaplanade tonight.
spam,"all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468"
spam,urgent - $886 transfer from account ****5834. little little-redirect.com
ham,how much it will cost approx . per month.
spam,little => package ##391154 requires customs clearance. update information at [URL]
spam,little!  package ##$203029 requires customs clearance. confirm via little-redirect.com
spam,account notification => $$720 payment from account ****$5671. little [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$472. respond before little: little[.]info"
ham,i don't know but i'm raping dudes at poker
spam,fraud warning! $$640 payment from account ****$9659. little l$1ttle.net
spam,you have won a guaranteed å£200 award or even å£1000 cashto claim ur award call free on [PHONE] (18+) 2 stop getstop on 88222 php. rg21 4jx
spam,little => package ##$455012 requires address confirmation. track at little[.]net
ham,there bold 2  &lt;#&gt; . is that yours
spam,little! package ##747025 requires customs clearance. confirm via l1ttle.net
spam,urgent => $505 charge from account ****4759. little little-redirect.net?id=f8967b69-a084-406c-addb-23a9e67a7b33
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$608. validate until little: l$1ttle.net"
ham,anything lor... u decide...
ham,"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
spam,little! package ##$580174 requires customs clearance. track at [URL]
ham,do you mind if i ask what happened? you dont have to say if it is uncomfortable.
ham,today am going to college so am not able to atten the class.
spam,account notification => $589 withdrawal from account ****9875. little [URL]
ham,yar lor... keep raining non stop... or u wan 2 go elsewhere?
ham,i think chennai well settled?
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $908. secure your little: little-redirect.com"
spam,little - package ##$709814 requires customs clearance. track at little-redirect.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $749. claim by little: little-redirect.net?id=f1e4ff36-9510-4c16-bb9a-a1c281cc9c7e"
spam,little => package ##283809 requires payment verification. update information at l1ttle.net
ham,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for. gudni8
spam,little! package ##750658 requires customs clearance. track at little-redirect.com?id=a1412e3b-2678-47dc-9c0a-e133a2297e5e
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$612. secure your little: [URL]"
ham,still chance there. if you search hard you will get it..let have a try :)
ham,i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.
ham,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
spam,little - package ##560738 requires address confirmation. update information at l1ttle.com
ham,hello! good week? fancy a drink or something later?
ham,oops. 4 got that bit.
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $989. respond before little: l1ttle.net"
ham,", ow u dey.i paid 60,400thousad.i told  u would call ."
ham,where is that one day training:-)
ham,haf u eaten? wat time u wan me 2 come?
ham,i've reached already.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $823. validate until little: little-redirect.com"
spam,fraud warning => $479 charge from account ****4813. little little-redirect.net
ham,i finished my lunch already. u wake up already?
ham,come to mahal bus stop.. &lt;decimal&gt;
spam,little - package ##$999441 requires payment verification. confirm via l$1ttle.net
spam,account  notification - $727 transfer from account ****4303. little l1ttle.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$968. respond before little: little-redirect.com?id=$8c$1742d$4-$9042-$4b$90-b$0f$5-e$557bc$160707"
ham,"i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same."
spam,security alert => $286 charge from account ****4896. little l1ttle.net
spam,little => package ##684968 requires customs clearance. confirm via [URL]
ham,prepare to be pleasured :)
ham,"haha... where got so fast lose weight, thk muz go 4 a month den got effect... gee,later we go aust put bk e weight."
ham,is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
spam,fraud warning! $$516 transfer from account ****$8740. little little[.]org
ham,ok lor. anyway i thk we cant get tickets now cos like quite late already. u wan 2 go look 4 ur frens a not? darren is wif them now...
ham,"friendship is not a game to play, it is not a word to say, it doesn\'t start on march and ends on may, it is tomorrow, yesterday, today and e"
spam,little => package ##$183073 requires address confirmation. update information at little-redirect.net?id=a$57d$6152-$4d$29-$4ae$1-$8ae$0-cf$642a$0afd$40
ham,may b approve panalam...but it should have more posts..
spam,urgent => $$363 charge from account ****$6971. little little-redirect.net?id=$6e$37f$91a-$0f$7f-$4789-$8bb$4-$24a$12dd$67f$10
spam,account notification => $$245 charge from account ****$5385. little [URL]
spam,little!  package ##698469 requires address confirmation. track at [URL]
ham,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt;  petrol-rs. &lt;#&gt;  beer-rs. &lt;#&gt;  shesil  &lt;#&gt;
ham,\yeh i am def up4 something sat
ham,did u download the fring app?
spam,little!  package ##267160 requires customs clearance. track at little-redirect.com?id=e5b51c43-0c78-4361-8e2e-23b6a4b1e206
spam,little - package ##$604943 requires address confirmation. update information at little-redirect.com?id=$9e$0e$401c-a$67a-$41a$2-$8369-$68c$848f$66fab
spam,little  - package ##330102 requires address confirmation. update information at [URL]
ham,huh? 6 also cannot? then only how many mistakes?
spam,little  - package ##$393107 requires payment verification. confirm via l$1ttle.com
spam,little - package ##$597958 requires payment verification. update information at little-redirect.com?id=$4d$36508b-$2dab-$4b$19-b$53d-$387fc$1a$4600c
ham,meet after lunch la...
ham,my sister going to earn more than me da.
ham,haven't left yet so probably gonna be here til dinner
ham,they finally came to fix the ceiling.
spam,account notification => $182 charge from account ****2766. little little-redirect.net?id=cc99e24e-120c-4e7f-a15e-b9a1bf3cfcba
ham,did you try making another butt.
ham,ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. don't neglet.
ham,yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed
ham,pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,hanks lotsly!
ham,then any special there?
spam,little! package ##$164020 requires address confirmation. update information at l$1ttle.net
ham,dont know supports ass and srt i thnk. i think ps3 can play through usb too
spam,ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms)
spam,little! package ##270300 requires address confirmation. track at little[.]com
spam,congratulations ur awarded either å£500 of cd gift vouchers & free entry 2 our å£100 weekly draw txt music to 87066 tncs www.ldew.com 1 win150ppmx3age16
ham,‰û_ and don‰û÷t worry we‰û÷ll have finished by march ‰û_ ish!
spam,little => package ##603261 requires address confirmation. update information at little-redirect.com?id=811d1d92-34a4-4b72-b347-7399a71d62cf
spam,little!  package ##$808179 requires customs clearance. confirm via l$1ttle.net
ham,lolnice. i went from a fish to ..water.?
ham,i am not sure about night menu. . . i know only about noon menu
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $824. claim by little: l1ttle.net"
ham,if you r @ home then come down within 5 min
ham,thanx 4 puttin da fone down on me!!
spam,little  => package ##$203891 requires payment verification. track at l$1ttle.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$857. secure your little: l$1ttle.net"
ham,y she dun believe leh? i tot i told her it's true already. i thk she muz c us tog then she believe.
spam,"[('gov', 'department of treasury', 'social security administration')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $490. claim by little: little-redirect.net?id=5b4e69dd-eaf5-4b73-8093-f851f23d7e54"
ham,hi its kate can u give me a ring asap xxx
ham,prepare to be pounded every night...
spam,little - package ##747732 requires customs clearance. update information at little[.]net
spam,fraud warning => $$784 withdrawal from account ****$6229. little [URL]
spam,account notification - $934 transfer from account ****6908. little l1ttle.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$606. claim by little: little-redirect.com"
ham,lol ok ill try to send. be warned sprint is dead slow. you'll prolly get it tomorrow
ham,not course. only maths one day one chapter with in one month we can finish.
spam,urgent - $219 transfer from account ****8610. little little-redirect.net
spam,little - package ##$787477 requires address confirmation. track at little-redirect.com?id=$435c$8161-bfe$6-$44e$6-a$477-ea$87e$768061b
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $560. claim by little: little-redirect.net"
ham,cheers for the card ... is it that time of year already?
ham,how dare you change my ring
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $171. secure your little: little-redirect.com?id=453393f2-29aa-46e0-aa84-4ec475cb3084"
spam,security alert! $$448 payment from account ****$2183. little little-redirect.com?id=f$8631f$76-d$80b-$4b$5c-$84e$6-$4310bd$29c$2dc
spam,little! package ##352540 requires payment verification. update information at little-redirect.net
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$350. claim by little: little-redirect.com?id=a$742d$736-df$92-$44c$9-b$33e-$53ab$6c$3abc$57"
spam,fraud warning => $157 charge from account ****6323. little l1ttle.net
spam,little - package ##$996886 requires payment verification. update information at l$1ttle.net
ham,then u drive lor.
ham,where are you ? you said you would be here when i woke ... :-(
spam,urgent! $$830 charge from account ****$2171. little [URL]
ham,how many licks does it take to get to the center of a tootsie pop?
ham,"lol ... oh no babe, i wont be sliding into your place after midnight, but thanks for the invite"
spam,account  notification! $821 withdrawal from account ****6507. little little-redirect.net?id=1ee4d8c7-eda3-4fc8-b8c1-5e08b834bd21
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$801. respond before little: little-redirect.com?id=$2b$693e$43-$1371-$49df-b$4bc-$4f$6d$9dedbdf$8"
spam,"[('gov',  'department of treasury', 'social security administration')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $698. validate until little: l1ttle.net"
ham,no go. no openings for that room 'til after thanksgiving without an upcharge.
ham,i sent them. do you like?
ham,"my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
